far, high, below, narrow, enemy,,
Agent Skill,,,,,,
0,1,1,1,1,,
Blocks Feature Counts Over Time,,,,,,
4,8,14,15,17,24,0.166666667
8,1,15,8,11,18,0.444444444
11,7,20,23,22,32,0.34375
2,5,12,8,10,18,0.111111111
12,21,47,53,49,73,0.164383562
7,7,27,23,25,37,0.189189189
1,6,15,14,14,21,0.047619048
2,1,3,4,4,5,0.4
6,3,14,13,13,18,0.333333333
1,1,8,8,6,9,0.111111111
1,1,3,1,4,4,0.25
12,33,63,64,68,100,0.12
2,4,6,7,8,11,0.181818182
10,11,30,29,25,43,0.23255814
5,11,21,22,20,34,0.147058824
2,2,11,10,9,14,0.142857143
1,1,5,5,2,6,0.166666667
6,3,19,18,17,25,0.24
2,0,5,4,4,5,0.4
2,3,3,2,7,7,0.285714286
9,15,29,29,28,49,0.183673469
13,20,47,49,49,72,0.180555556
10,17,27,31,32,49,0.204081633
1,1,3,4,4,5,0.2
2,1,4,5,1,5,0.4
11,16,35,34,41,57,0.192982456
11,14,43,43,34,60,0.183333333
2,4,9,9,9,13,0.153846154
2,4,4,6,5,9,0.222222222
4,7,13,17,15,21,0.19047619
4,5,18,17,17,24,0.166666667
22,27,51,60,56,86,0.255813953
5,4,17,16,15,22,0.227272727
8,22,39,50,51,64,0.125
9,8,17,17,17,28,0.321428571
10,10,28,28,27,43,0.23255814
7,6,26,17,22,33,0.212121212
3,3,3,5,6,8,0.375
2,2,10,6,4,12,0.166666667
2,8,9,16,10,18,0.111111111
3,8,13,12,14,21,0.142857143
4,6,13,14,14,22,0.181818182
4,4,14,14,11,20,0.2
1,1,1,0,1,2,0.5
1,0,4,3,4,4,0.25
8,12,22,22,22,35,0.228571429
5,5,6,12,8,15,0.333333333
6,7,24,19,20,34,0.176470588
6,11,20,20,13,32,0.1875
5,4,8,7,9,14,0.357142857
1,1,8,7,8,10,0.1
3,4,13,12,11,18,0.166666667
2,3,7,7,7,12,0.166666667
7,12,25,19,22,38,0.184210526
6,12,23,22,25,36,0.166666667
2,5,6,8,9,11,0.181818182
10,6,26,23,26,36,0.277777778
2,4,3,4,4,8,0.25
1,10,10,11,10,20,0.05
4,4,12,11,14,17,0.235294118
3,4,9,7,11,14,0.214285714
3,9,15,15,18,24,0.125
9,6,17,18,22,30,0.3
10,8,35,32,37,47,0.212765957
4,3,7,9,11,12,0.333333333
5,3,9,8,10,14,0.357142857
9,7,23,21,22,33,0.272727273
12,20,49,50,45,72,0.166666667
1,1,2,2,3,3,0.333333333
17,25,61,55,55,92,0.184782609
9,6,27,20,23,35,0.257142857
6,15,24,23,27,43,0.139534884
1,0,1,1,0,2,0.5
7,2,12,8,12,17,0.411764706
2,3,12,10,11,15,0.133333333
3,0,5,4,6,7,0.428571429
4,7,17,16,14,24,0.166666667
6,7,26,27,27,36,0.166666667
1,0,1,1,2,2,0.5
3,2,8,7,8,10,0.3
6,9,14,11,12,24,0.25
7,12,19,24,25,35,0.2
1,0,2,1,2,3,0.333333333
6,10,14,19,17,28,0.214285714
9,16,37,36,41,56,0.160714286
5,7,14,17,16,22,0.227272727
3,11,15,18,17,27,0.111111111
8,11,25,26,24,40,0.2
1,1,1,2,2,3,0.333333333
2,5,5,5,10,11,0.181818182
2,0,4,2,4,5,0.4
7,4,20,14,12,25,0.28
3,3,9,8,8,12,0.25
2,3,4,2,7,8,0.25
2,0,2,1,2,3,0.666666667
2,4,5,5,6,10,0.2
1,1,2,0,3,3,0.333333333
3,3,7,6,9,12,0.25
1,1,1,1,3,3,0.333333333
10,12,31,32,30,48,0.208333333
2,0,3,1,3,3,0.666666667
1,1,3,4,5,5,0.2
2,0,6,3,3,6,0.333333333
1,1,3,1,1,4,0.25
3,4,13,9,12,18,0.166666667
1,2,3,4,3,6,0.166666667
1,0,3,1,2,3,0.333333333
3,6,17,20,17,26,0.115384615
1,0,3,2,3,3,0.333333333
1,1,3,1,3,4,0.25
8,6,13,16,17,24,0.333333333
3,0,9,6,7,10,0.3
2,1,3,2,4,4,0.5
1,1,0,1,1,2,0.5
11,11,14,17,23,32,0.34375
1,1,3,1,3,4,0.25
10,8,26,22,28,37,0.27027027
3,5,14,11,14,20,0.15
4,4,9,8,10,14,0.285714286
5,5,10,11,10,16,0.3125
1,3,3,4,5,7,0.142857143
2,12,16,18,20,29,0.068965517
2,6,6,10,7,13,0.153846154
3,3,11,9,9,14,0.214285714
3,13,24,22,26,38,0.078947368
4,2,14,8,10,17,0.235294118
7,17,19,19,23,40,0.175
7,15,35,29,31,51,0.137254902
2,2,4,3,3,6,0.333333333
9,4,13,15,12,21,0.428571429
3,3,8,9,9,12,0.25
3,5,7,8,10,14,0.214285714
10,14,32,34,35,48,0.208333333
2,3,10,12,10,13,0.153846154
4,4,10,10,10,14,0.285714286
1,1,1,0,2,2,0.5
1,2,5,6,4,7,0.142857143
2,2,3,3,1,6,0.333333333
6,16,25,25,24,42,0.142857143
2,2,5,7,4,8,0.25
17,26,67,63,65,100,0.17
3,7,11,15,12,20,0.15
2,5,8,11,8,14,0.142857143
5,5,28,20,24,34,0.147058824
1,2,8,7,7,10,0.1
1,0,1,1,2,2,0.5
3,5,8,7,12,15,0.2
1,4,3,5,4,7,0.142857143
1,0,2,1,0,2,0.5
1,0,4,3,3,4,0.25
3,5,9,10,9,14,0.214285714
3,3,9,7,8,12,0.25
6,7,16,17,19,24,0.25
1,10,19,23,18,30,0.033333333
2,1,3,5,5,6,0.333333333
13,18,29,38,35,53,0.245283019
6,7,17,19,14,26,0.230769231
2,1,8,5,8,9,0.222222222
2,3,2,5,4,7,0.285714286
9,11,31,28,28,46,0.195652174
1,4,5,7,6,10,0.1
5,8,20,19,22,30,0.166666667
5,4,11,9,10,17,0.294117647
4,7,15,15,13,24,0.166666667
1,0,1,1,2,2,0.5
3,3,8,8,9,12,0.25
3,8,21,21,20,31,0.096774194
1,0,2,1,1,2,0.5
5,5,11,11,16,17,0.294117647
3,4,11,11,10,16,0.1875
2,3,6,11,6,11,0.181818182
13,14,25,31,26,43,0.302325581
1,2,2,5,4,5,0.2
3,4,10,11,11,15,0.2
4,6,3,7,7,11,0.363636364
5,5,22,21,22,28,0.178571429
2,2,6,8,7,9,0.222222222
1,1,3,1,3,4,0.25
1,2,3,3,4,5,0.2
3,7,7,8,9,14,0.214285714
8,15,29,29,33,49,0.163265306
1,1,8,7,5,9,0.111111111
18,31,61,79,62,100,0.18
6,2,10,8,9,15,0.4
1,7,5,9,7,12,0.083333333
2,1,6,7,6,8,0.25
4,7,11,12,16,20,0.2
3,3,9,12,8,14,0.214285714
8,14,35,36,32,51,0.156862745
5,2,11,11,11,16,0.3125
11,29,36,47,45,71,0.154929577
8,6,22,20,21,31,0.258064516
6,4,9,10,9,16,0.375
6,11,21,22,22,34,0.176470588
7,5,11,13,15,21,0.333333333
9,3,15,16,15,22,0.409090909
4,14,24,31,30,41,0.097560976
6,9,20,20,16,30,0.2
4,4,18,18,16,23,0.173913043
4,9,15,11,19,25,0.16
10,11,30,22,24,42,0.238095238
1,0,2,1,2,3,0.333333333
8,3,21,17,20,27,0.296296296
7,8,18,22,17,30,0.233333333
2,10,20,24,23,30,0.066666667
4,5,5,9,6,12,0.333333333
6,14,18,23,22,34,0.176470588
4,3,13,13,11,18,0.222222222
2,2,5,6,6,8,0.25
1,0,3,2,3,3,0.333333333
1,1,6,5,7,7,0.142857143
2,1,2,2,3,4,0.5
6,5,13,14,10,19,0.315789474
2,4,6,8,7,11,0.181818182
5,3,10,7,9,13,0.384615385
6,5,29,21,19,36,0.166666667
6,4,14,17,10,22,0.272727273
7,4,16,13,12,21,0.333333333
5,2,18,17,13,22,0.227272727
3,1,11,8,7,12,0.25
10,17,30,36,35,50,0.2
7,3,13,11,12,20,0.35
12,7,26,21,27,37,0.324324324
3,1,5,5,5,6,0.5
6,4,12,11,14,18,0.333333333
3,2,10,9,9,13,0.230769231
3,7,10,13,9,18,0.166666667
4,6,11,14,13,19,0.210526316
3,4,11,13,12,15,0.2
3,7,6,10,10,14,0.214285714
2,2,6,5,5,9,0.222222222
15,19,46,42,48,69,0.217391304
1,2,2,2,3,4,0.25
4,7,20,23,20,29,0.137931034
16,19,57,50,49,80,0.2
1,1,2,3,2,3,0.333333333
3,3,14,11,12,18,0.166666667
4,1,4,4,5,7,0.571428571
2,5,6,10,8,12,0.166666667
2,3,4,5,5,7,0.285714286
1,0,2,1,2,2,0.5
1,1,2,1,3,3,0.333333333
6,14,37,33,31,52,0.115384615
2,0,2,1,3,3,0.666666667
10,11,35,37,33,51,0.196078431
4,10,17,15,22,30,0.133333333
3,3,13,11,13,16,0.1875
7,11,17,24,20,30,0.233333333
3,4,7,9,10,11,0.272727273
16,21,52,56,46,79,0.202531646
16,19,38,40,41,63,0.253968254
2,2,8,6,8,11,0.181818182
6,9,30,25,33,41,0.146341463
2,6,5,9,8,11,0.181818182
5,10,15,17,18,25,0.2
3,2,11,9,9,13,0.230769231
5,3,12,10,15,16,0.3125
2,1,4,5,5,6,0.333333333
12,23,38,46,40,65,0.184615385
3,4,7,10,10,12,0.25
2,1,4,5,3,5,0.4
2,4,9,9,6,14,0.142857143
6,8,13,19,14,24,0.25
1,2,1,2,4,4,0.25
4,6,12,17,14,22,0.181818182
2,6,12,14,10,19,0.105263158
10,7,25,22,19,35,0.285714286
2,5,13,8,14,18,0.111111111
3,5,12,13,7,19,0.157894737
3,2,3,4,5,6,0.5
4,8,15,19,18,24,0.166666667
1,2,3,3,4,5,0.2
5,8,9,11,12,21,0.238095238
2,3,11,8,11,15,0.133333333
2,4,9,5,11,14,0.142857143
3,5,4,7,7,9,0.333333333
4,8,24,19,18,32,0.125
4,2,3,6,6,9,0.444444444
5,4,21,16,21,26,0.192307692
3,5,13,12,12,18,0.166666667
3,5,11,12,13,17,0.176470588
3,18,26,30,35,45,0.066666667
2,1,8,5,6,9,0.222222222
4,2,9,6,5,12,0.333333333
1,2,5,5,5,7,0.142857143
1,1,2,1,3,4,0.25
6,6,7,13,10,18,0.333333333
7,20,33,27,33,55,0.127272727
4,1,7,6,7,10,0.4
1,2,4,2,6,6,0.166666667
4,3,8,9,6,13,0.307692308
11,18,31,38,38,54,0.203703704
1,0,6,4,4,6,0.166666667
1,2,2,3,3,5,0.2
1,0,2,1,0,2,0.5
9,9,39,29,34,48,0.1875
22,23,69,64,56,99,0.222222222
13,11,35,33,32,48,0.270833333
1,3,10,6,9,13,0.076923077
5,7,21,20,22,29,0.172413793
4,6,11,9,12,19,0.210526316
5,12,18,22,25,32,0.15625
1,4,3,5,4,7,0.142857143
4,1,7,5,9,9,0.444444444
1,1,3,1,3,5,0.2
1,2,3,2,4,5,0.2
6,5,8,9,12,16,0.375
2,6,20,16,20,26,0.076923077
2,6,16,14,13,22,0.090909091
1,0,4,2,3,4,0.25
2,0,5,3,4,5,0.4
7,11,24,25,20,39,0.179487179
1,3,3,5,6,6,0.166666667
9,7,22,25,18,32,0.28125
5,12,25,25,20,38,0.131578947
2,3,6,6,4,9,0.222222222
8,5,21,20,18,28,0.285714286
4,7,13,8,11,21,0.19047619
1,1,1,1,2,3,0.333333333
2,1,8,8,6,10,0.2
1,1,2,1,3,3,0.333333333
4,18,27,30,24,46,0.086956522
10,8,26,21,26,37,0.27027027
4,6,9,11,13,16,0.25
1,1,2,0,3,3,0.333333333
2,3,9,9,8,12,0.166666667
1,0,2,1,1,2,0.5
3,4,8,9,11,14,0.214285714
4,1,9,10,5,13,0.307692308
20,15,38,34,36,59,0.338983051
3,7,4,6,9,12,0.25
2,1,6,4,7,7,0.285714286
3,1,3,3,2,5,0.6
8,8,27,25,28,37,0.216216216
7,9,16,24,22,30,0.233333333
3,2,10,8,12,14,0.214285714
7,7,12,16,13,20,0.35
5,3,10,11,9,15,0.333333333
6,6,14,13,16,22,0.272727273
1,5,3,6,5,8,0.125
4,3,10,7,9,14,0.285714286
6,6,21,17,22,30,0.2
14,14,34,31,36,52,0.269230769
3,1,7,4,4,9,0.333333333
3,2,8,6,10,13,0.230769231
2,6,16,17,15,23,0.086956522
2,1,2,1,4,4,0.5
4,7,17,17,17,25,0.16
3,2,2,3,4,5,0.6
1,1,4,5,3,5,0.2
1,0,2,3,2,3,0.333333333
16,12,36,36,35,54,0.296296296
11,10,38,31,31,52,0.211538462
11,18,48,44,51,69,0.15942029
13,20,42,36,43,67,0.194029851
3,3,4,6,8,9,0.333333333
13,19,36,38,35,57,0.228070175
10,21,34,33,43,60,0.166666667
4,2,10,8,9,12,0.333333333
10,9,27,27,31,42,0.238095238
6,8,11,14,15,23,0.260869565
3,4,17,14,14,21,0.142857143
6,10,21,21,21,33,0.181818182
5,8,11,15,14,22,0.227272727
6,5,10,12,12,19,0.315789474
2,1,4,5,5,5,0.4
3,5,3,5,4,11,0.272727273
2,0,7,6,7,7,0.285714286
7,4,19,19,18,26,0.269230769
2,1,5,4,7,7,0.285714286
5,3,7,11,5,12,0.416666667
16,23,46,54,53,77,0.207792208
15,11,30,29,31,47,0.319148936
14,16,36,35,43,59,0.237288136
8,9,30,24,23,41,0.195121951
2,2,5,4,6,8,0.25
2,4,3,6,6,7,0.285714286
1,0,2,0,1,2,0.5
4,6,10,11,13,17,0.235294118
7,13,23,22,25,38,0.184210526
3,4,8,7,11,14,0.214285714
4,14,23,26,24,38,0.105263158
8,5,21,16,15,27,0.296296296
1,0,2,2,1,2,0.5
3,4,16,15,9,20,0.15
4,4,7,9,5,13,0.307692308
1,0,2,1,2,2,0.5
3,7,10,12,12,18,0.166666667
5,7,17,19,21,28,0.178571429
4,7,15,15,17,25,0.16
20,30,63,71,63,100,0.2
3,10,31,27,30,42,0.071428571
2,2,4,5,4,6,0.333333333
1,0,5,4,1,5,0.2
6,8,28,24,21,38,0.157894737
11,20,33,37,39,57,0.192982456
5,3,11,10,8,16,0.3125
16,28,63,63,65,97,0.164948454
10,11,28,32,21,42,0.238095238
8,6,25,23,23,34,0.235294118
13,9,33,29,27,44,0.295454545
11,10,27,30,25,43,0.255813953
1,0,2,2,2,2,0.5
12,10,41,31,36,55,0.218181818
1,1,4,5,1,5,0.2
4,1,9,9,8,11,0.363636364
1,4,6,6,7,11,0.090909091
3,7,22,21,16,29,0.103448276
10,15,30,28,29,48,0.208333333
11,10,25,25,28,38,0.289473684
4,3,10,10,12,16,0.25
4,1,9,9,7,11,0.363636364
1,3,2,3,4,6,0.166666667
2,5,12,12,10,18,0.111111111
2,3,4,4,5,7,0.285714286
3,1,5,5,3,6,0.5
2,2,6,6,7,10,0.2
7,3,19,12,12,23,0.304347826
11,15,39,38,39,57,0.192982456
1,2,13,8,8,15,0.066666667
9,10,28,28,26,38,0.236842105
14,17,32,39,39,56,0.25
5,16,17,26,21,35,0.142857143
7,4,16,17,14,22,0.318181818
6,6,20,20,15,27,0.222222222
2,6,11,11,13,18,0.111111111
1,0,5,5,3,5,0.2
5,8,22,23,19,30,0.166666667
2,4,9,10,10,15,0.133333333
11,22,40,42,41,68,0.161764706
9,11,18,21,21,32,0.28125
4,3,6,4,7,10,0.4
4,3,17,13,10,20,0.2
2,3,10,11,12,14,0.142857143
1,0,2,1,1,2,0.5
2,2,6,9,4,9,0.222222222
3,2,11,11,8,13,0.230769231
5,6,7,9,11,15,0.333333333
8,5,19,17,11,25,0.32
4,11,8,18,13,22,0.181818182
5,9,14,12,12,25,0.2
1,1,5,3,2,6,0.166666667
7,6,20,20,21,29,0.24137931
6,9,14,19,15,27,0.222222222
10,8,32,30,35,44,0.227272727
8,5,22,23,21,31,0.258064516
1,7,3,7,6,10,0.1
2,2,4,4,4,6,0.333333333
7,5,25,21,27,33,0.212121212
5,5,6,10,7,14,0.357142857
11,3,32,25,19,37,0.297297297
16,17,52,46,56,73,0.219178082
1,1,6,3,5,7,0.142857143
6,7,15,16,15,24,0.25
1,1,3,3,3,4,0.25
3,6,7,11,9,13,0.230769231
1,0,1,1,1,2,0.5
13,26,50,56,51,84,0.154761905
10,8,33,33,30,43,0.23255814
16,21,37,49,37,62,0.258064516
5,6,24,20,19,31,0.161290323
9,5,17,18,15,26,0.346153846
2,5,9,9,10,14,0.142857143
6,11,20,19,18,32,0.1875
6,3,11,8,9,17,0.352941176
10,16,50,43,44,68,0.147058824
5,10,17,22,19,29,0.172413793
6,4,12,14,16,20,0.3
5,7,20,22,16,30,0.166666667
1,0,2,2,2,2,0.5
1,1,4,5,2,5,0.2
1,1,2,3,1,3,0.333333333
5,12,17,19,18,30,0.166666667
2,2,1,3,2,4,0.5
1,3,10,7,7,13,0.076923077
6,6,12,13,11,20,0.3
3,8,15,17,21,24,0.125
4,1,6,7,4,9,0.444444444
1,0,2,1,2,2,0.5
1,2,1,3,1,3,0.333333333
1,3,5,7,6,8,0.125
4,5,4,8,6,10,0.4
9,15,25,30,28,41,0.219512195
3,2,8,8,3,12,0.25
3,1,8,6,7,11,0.272727273
3,1,2,2,1,4,0.75
1,0,5,4,2,5,0.2
4,5,11,9,8,17,0.235294118
2,2,1,4,3,4,0.5
2,3,6,6,5,9,0.222222222
1,0,6,4,4,6,0.166666667
2,1,2,3,1,3,0.666666667
2,0,10,10,7,12,0.166666667
3,4,8,10,10,13,0.230769231
9,9,21,23,21,33,0.272727273
1,0,3,1,1,3,0.333333333
13,15,37,39,36,56,0.232142857
9,11,26,27,24,37,0.243243243
6,10,36,30,29,46,0.130434783
2,5,8,9,9,14,0.142857143
14,14,41,33,36,60,0.233333333
1,2,3,3,3,6,0.166666667
2,7,10,10,13,18,0.111111111
10,10,31,30,33,45,0.222222222
4,4,7,8,9,12,0.333333333
4,13,19,24,21,35,0.114285714
4,2,21,15,12,24,0.166666667
2,1,5,4,4,6,0.333333333
4,11,19,16,21,32,0.125
5,19,30,25,31,51,0.098039216
3,3,3,4,3,6,0.5
3,3,11,11,7,15,0.2
10,12,33,32,34,48,0.208333333
2,1,2,2,2,4,0.5
8,17,26,34,28,47,0.170212766
5,6,14,11,12,20,0.25
1,1,3,2,2,4,0.25
21,17,38,39,35,61,0.344262295
2,9,16,17,20,25,0.08
1,1,3,3,1,4,0.25
3,4,11,9,10,15,0.2
8,12,36,31,33,49,0.163265306
23,18,62,60,64,87,0.264367816
5,3,9,7,10,14,0.357142857
16,27,71,64,65,100,0.16
1,2,2,2,2,4,0.25
17,19,41,49,43,70,0.242857143
4,3,13,11,10,16,0.25
1,1,3,3,1,4,0.25
8,9,15,18,20,28,0.285714286
6,5,11,7,12,17,0.352941176
9,11,9,14,13,23,0.391304348
3,7,21,18,17,29,0.103448276
12,7,26,26,18,39,0.307692308
1,4,8,10,5,13,0.076923077
20,16,52,48,50,75,0.266666667
4,2,5,4,4,9,0.444444444
8,10,20,15,18,32,0.25
1,5,10,7,8,15,0.066666667
11,3,30,26,22,39,0.282051282
2,7,10,10,9,18,0.111111111
8,15,30,33,28,47,0.170212766
3,3,5,6,3,8,0.375
9,19,33,32,39,55,0.163636364
1,2,4,4,5,6,0.166666667
1,0,2,2,2,2,0.5
7,21,25,24,38,47,0.14893617
6,3,14,11,13,17,0.352941176
2,7,16,18,13,24,0.083333333
4,6,16,18,17,23,0.173913043
3,0,6,6,5,9,0.333333333
13,23,74,61,64,100,0.13
2,5,2,4,4,8,0.25
7,8,26,23,18,35,0.2
1,5,13,12,16,19,0.052631579
1,8,6,9,7,15,0.066666667
2,2,2,2,4,6,0.333333333
7,8,23,23,23,33,0.212121212
2,3,1,1,3,5,0.4
12,9,38,30,27,49,0.244897959
5,5,11,9,15,19,0.263157895
14,16,43,40,41,61,0.229508197
5,5,11,10,7,18,0.277777778
1,2,3,4,2,5,0.2
4,4,9,9,10,15,0.266666667
4,4,6,8,8,12,0.333333333
1,1,10,7,4,11,0.090909091
3,4,5,7,7,11,0.272727273
13,18,53,52,50,75,0.173333333
3,1,6,6,6,9,0.333333333
6,6,14,18,12,22,0.272727273
2,4,5,6,6,9,0.222222222
2,3,5,5,4,8,0.25
3,5,9,7,6,15,0.2
2,2,1,3,2,5,0.4
2,1,9,6,7,10,0.2
6,5,11,12,9,17,0.352941176
14,16,46,41,39,66,0.212121212
3,1,6,7,7,8,0.375
5,10,11,19,16,23,0.217391304
4,2,4,3,4,7,0.571428571
2,6,11,15,10,18,0.111111111
1,0,3,3,2,3,0.333333333
5,5,19,16,17,26,0.192307692
1,0,2,2,0,3,0.333333333
13,13,52,47,49,72,0.180555556
10,8,26,22,24,39,0.256410256
2,1,6,7,4,7,0.285714286
2,5,3,6,5,8,0.25
2,5,8,8,9,14,0.142857143
2,0,2,2,3,4,0.5
13,15,37,40,43,57,0.228070175
2,6,4,7,7,10,0.2
1,0,2,2,2,2,0.5
2,5,7,9,9,14,0.142857143
1,2,6,2,3,8,0.125
1,0,1,2,0,2,0.5
8,16,22,29,28,41,0.195121951
2,3,4,5,4,7,0.285714286
8,13,26,25,26,39,0.205128205
2,3,11,11,11,15,0.133333333
4,8,16,16,16,24,0.166666667
2,0,3,3,2,3,0.666666667
5,7,22,22,25,30,0.166666667
16,15,49,54,40,69,0.231884058
2,3,4,6,5,7,0.285714286
2,4,5,6,6,10,0.2
7,4,13,10,13,19,0.368421053
1,0,3,2,1,3,0.333333333
9,6,22,15,18,30,0.3
6,3,11,9,8,15,0.4
3,5,9,10,9,15,0.2
1,0,1,1,2,2,0.5
1,2,2,4,4,5,0.2
2,6,13,13,12,20,0.1
8,10,32,26,28,43,0.186046512
3,1,5,7,5,7,0.428571429
2,5,10,10,10,16,0.125
18,7,35,34,26,46,0.391304348
2,2,12,11,9,15,0.133333333
7,12,23,23,24,40,0.175
5,3,8,9,8,14,0.357142857
15,16,41,45,37,62,0.241935484
8,12,15,21,18,31,0.258064516
10,3,17,18,15,24,0.416666667
5,9,23,24,21,32,0.15625
10,13,24,30,31,42,0.238095238
4,5,15,14,12,20,0.2
5,6,17,14,17,24,0.208333333
5,12,15,15,16,28,0.178571429
4,4,11,8,11,16,0.25
5,10,22,22,24,35,0.142857143
2,10,12,15,17,24,0.083333333
1,0,3,3,2,4,0.25
12,12,29,33,34,43,0.279069767
5,16,25,31,28,42,0.119047619
4,2,10,9,7,12,0.333333333
7,2,13,10,10,16,0.4375
10,25,38,37,46,67,0.149253731
12,7,24,22,26,36,0.333333333
5,11,16,22,20,29,0.172413793
1,2,3,3,1,5,0.2
2,1,5,4,2,6,0.333333333
2,4,7,6,9,11,0.181818182
5,8,16,17,16,26,0.192307692
1,2,3,2,4,6,0.166666667
6,4,16,11,11,22,0.272727273
5,7,5,9,11,15,0.333333333
11,16,36,38,40,58,0.189655172
2,3,7,8,7,11,0.181818182
4,6,13,15,13,21,0.19047619
8,5,24,21,21,30,0.266666667
4,14,23,23,28,39,0.102564103
2,6,3,8,6,10,0.2
1,3,4,3,5,7,0.142857143
1,3,7,8,6,10,0.1
1,1,0,1,1,2,0.5
11,15,37,37,27,54,0.203703704
3,5,8,8,10,14,0.214285714
5,19,34,26,38,55,0.090909091
1,1,7,5,4,8,0.125
1,0,3,2,3,4,0.25
9,9,20,24,22,32,0.28125
2,3,3,3,4,7,0.285714286
8,7,20,18,15,28,0.285714286
4,7,10,13,13,18,0.222222222
18,22,73,63,60,100,0.18
7,9,27,25,28,40,0.175
7,5,23,24,22,31,0.225806452
3,2,9,8,8,12,0.25
19,21,54,55,51,83,0.228915663
1,6,4,8,8,10,0.1
2,1,5,4,4,7,0.285714286
1,1,2,2,3,4,0.25
8,9,22,17,19,32,0.25
1,0,2,1,0,2,0.5
5,13,34,32,35,47,0.106382979
4,8,10,15,15,18,0.222222222
4,2,19,14,16,23,0.173913043
1,2,1,3,3,4,0.25
6,11,31,31,27,44,0.136363636
25,34,62,67,72,100,0.25
3,2,9,6,6,11,0.272727273
5,4,9,8,10,15,0.333333333
5,4,10,12,10,16,0.3125
2,2,3,2,4,5,0.4
8,16,38,42,37,55,0.145454545
1,2,7,7,6,10,0.1
5,1,9,9,7,11,0.454545455
5,6,11,10,15,20,0.25
2,2,5,7,4,7,0.285714286
6,6,9,10,14,17,0.352941176
2,3,12,12,11,15,0.133333333
4,7,23,20,21,30,0.133333333
6,6,11,15,16,21,0.285714286
1,1,2,2,2,4,0.25
5,11,18,21,19,29,0.172413793
5,7,18,20,17,27,0.185185185
9,15,37,37,38,55,0.163636364
11,9,33,31,30,47,0.234042553
2,4,9,8,8,14,0.142857143
11,3,28,27,20,34,0.323529412
3,4,8,7,9,13,0.230769231
2,1,6,6,8,8,0.25
1,0,1,1,2,2,0.5
8,10,27,21,28,38,0.210526316
3,2,5,5,5,8,0.375
1,0,2,1,1,2,0.5
3,5,8,13,6,14,0.214285714
1,0,3,2,1,3,0.333333333
5,1,11,9,9,13,0.384615385
5,5,9,10,9,17,0.294117647
2,4,14,13,11,19,0.105263158
3,3,5,5,7,8,0.375
2,5,11,13,13,17,0.117647059
6,5,21,14,19,27,0.222222222
4,1,12,7,9,14,0.285714286
5,2,7,5,9,10,0.5
3,4,6,7,9,12,0.25
2,1,6,3,5,7,0.285714286
3,5,8,7,9,15,0.2
11,18,28,35,34,49,0.224489796
2,2,6,5,6,9,0.222222222
2,1,0,2,3,3,0.666666667
3,2,11,8,10,14,0.214285714
19,32,58,70,63,100,0.19
3,1,7,2,5,8,0.375
2,4,6,8,8,11,0.181818182
4,2,8,9,8,11,0.363636364
1,1,0,1,1,2,0.5
3,16,25,29,31,41,0.073170732
3,1,8,6,4,9,0.333333333
2,5,7,8,10,14,0.142857143
3,7,14,11,18,22,0.136363636
3,2,6,8,7,10,0.3
14,25,51,49,55,78,0.179487179
2,4,4,4,5,8,0.25
9,4,12,10,12,18,0.5
11,7,25,20,24,36,0.305555556
3,0,3,4,4,5,0.6
8,10,39,36,31,49,0.163265306
3,5,10,10,12,16,0.1875
1,0,2,1,0,2,0.5
1,0,2,2,1,3,0.333333333
2,2,4,4,3,7,0.285714286
6,3,10,11,12,14,0.428571429
13,29,53,52,62,87,0.149425287
2,2,2,1,4,4,0.5
1,2,4,3,4,6,0.166666667
14,13,35,36,44,55,0.254545455
7,4,14,15,13,21,0.333333333
4,3,5,7,7,10,0.4
12,19,48,48,53,69,0.173913043
17,20,44,38,43,68,0.25
13,22,47,46,43,72,0.180555556
6,7,20,15,15,29,0.206896552
3,4,8,8,8,13,0.230769231
7,6,17,16,16,27,0.259259259
3,4,15,15,8,20,0.15
1,2,6,4,6,8,0.125
1,5,6,7,9,11,0.090909091
1,0,2,2,1,2,0.5
5,7,12,16,10,19,0.263157895
3,4,13,11,12,17,0.176470588
2,1,5,5,5,7,0.285714286
3,3,8,8,7,11,0.272727273
4,9,7,10,15,20,0.2
1,0,5,3,5,5,0.2
12,28,41,54,57,77,0.155844156
4,3,15,13,13,20,0.2
2,4,16,14,17,21,0.095238095
1,2,4,4,6,6,0.166666667
3,4,2,3,5,8,0.375
1,1,3,2,4,5,0.2
1,0,2,2,1,2,0.5
8,10,32,31,30,45,0.177777778
6,12,22,26,21,36,0.166666667
4,3,11,8,7,14,0.285714286
10,12,25,27,30,41,0.243902439
2,12,23,23,23,36,0.055555556
2,1,4,4,5,7,0.285714286
2,3,7,5,7,10,0.2
19,27,36,47,40,71,0.267605634
1,0,2,2,2,2,0.5
19,17,46,51,54,73,0.260273973
10,9,26,22,27,38,0.263157895
7,8,28,27,28,40,0.175
15,19,38,40,47,65,0.230769231
3,5,13,9,14,19,0.157894737
7,7,22,19,25,33,0.212121212
6,9,16,18,19,27,0.222222222
4,2,8,10,9,13,0.307692308
2,6,12,13,13,18,0.111111111
12,22,40,41,38,63,0.19047619
1,1,5,5,6,6,0.166666667
1,0,5,4,3,5,0.2
15,34,59,66,68,100,0.15
7,8,16,22,17,28,0.25
2,4,2,5,6,8,0.25
8,7,27,23,28,36,0.222222222
4,1,9,7,8,11,0.363636364
6,5,20,18,24,28,0.214285714
